CÓDIGO,CLIENTE,REDE,SUBREDE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,ENDEREÇO,A00_LAT,A00_LONG
4514,PARA TY - SAO GONCALO DO AMARANTE,REDE UNIFORCA,PARA TY,RUA CORONEL DOCA PARAIBA,409,PALESTINA,SAO GONCALO DO AMARANTE,"RUA CORONEL DOCA PARAIBA, 409, PALESTINA, SAO GONCALO DO AMARANTE",-3.6111995,-38.9653577
4522,COMETA (ENGENHEIRO SANTANA JR),COMETA,,AVENIDA ENG SANTANA JUNIOR,699,PAPICU,FORTALEZA,"AVENIDA ENG SANTANA JUNIOR, 699, PAPICU, FORTALEZA",-3.7354447,-38.4816158
4525,SUPERMERCADO PRECO BOM,,,RUA AGAPITO CORDEIRO,146,CENTRO,PENTECOSTE,"RUA AGAPITO CORDEIRO, 146, CENTRO, PENTECOSTE",-3.7913358,-39.2730745
4528,DN PAES,,,RUA MARCOS COUTO BEZERRA,1986,METROPOLITANO,CAUCAIA,"RUA MARCOS COUTO BEZERRA, 1986, METROPOLITANO, CAUCAIA",-3.7599647,-38.6619617
4531,MERCADINHO PADRE CICERO MARAPONGA,REDE EXATA,,RUA MARIA JOSEFINA PESSOA,504,MARAPONGA,FORTALEZA,"RUA MARIA JOSEFINA PESSOA, 504, MARAPONGA, FORTALEZA",-3.8049639,-38.5656991
4535,ANDRESSA LIVIA SOUSA ME,REDE EXATA,,RUA JOSIAS DE PAULA DE SOUSA,100,VICENTE PINZON,FORTALEZA,"RUA JOSIAS DE PAULA DE SOUSA, 100, VICENTE PINZON, FORTALEZA",-3.7389176,-38.4718337
4537,RAIMAR - AMONTADA,,RAIMAR,PRACA CORONEL ANTONIO BELO,595,CENTRO,AMONTADA,"PRACA CORONEL ANTONIO BELO, 595, CENTRO, AMONTADA",-3.3596928,-39.8336425
4540,MRC 3 E,,,TRAVESSA JOAQUIM TABOSA BRAGA 02,119,MADALENAS,ITAPIPOCA,"TRAVESSA JOAQUIM TABOSA BRAGA 02, 119, MADALENAS, ITAPIPOCA",-3.4846203,-39.5713237
4542,MERC SANTA LUZIA O BARATAO,,,RUA AFONSO FONTES,2121,CENTRO,JIJOCA DE JERICOACOARA,"RUA AFONSO FONTES, 2121, CENTRO, JIJOCA DE JERICOACOARA",-2.9065995,-40.4368868
4546,COMERCIAL SERRANO,,,RUA ESCRIVAO ANTONIO VIEIRA GASPAR,509,ANTAO,TIANGUA,"RUA ESCRIVAO ANTONIO VIEIRA GASPAR, 509, ANTAO, TIANGUA",-3.7252154,-41.0017472
4553,BELA VISTA SUPERMERCADO,REDE EXATA,,RUA VIRIATO RIBEIRO,835,BELA VISTA,FORTALEZA,"RUA VIRIATO RIBEIRO, 835, BELA VISTA, FORTALEZA",-3.7498475,-38.5617027
4556,MERCADINHO A & D,,,RUA DO ALTO,7,MUNDAU,TRAIRI,"RUA DO ALTO, 7, MUNDAU, TRAIRI",-3.1826378,-39.3737853
4566,PARA TY - APUIARES,REDE UNIFORCA,PARA TY,RUA 25 DE JANEIRO,259,CENTRO,APUIARES,"RUA 25 DE JANEIRO, 259, CENTRO, APUIARES",-3.9469058,-39.4306809
4578,MERCADINHO TRES CORACOES,,,RUA LAGOINHA,SN,LAGOINHA,SAO GONCALO DO AMARANTE,"RUA LAGOINHA, SN, LAGOINHA, SAO GONCALO DO AMARANTE",-3.6009977,-38.9589797
4592,MERCADINHO SUPER ITAMARATY,REDE EXATA,,RUA JOAQUIM MACHADO,287,PAUPINA,FORTALEZA,"RUA JOAQUIM MACHADO, 287, PAUPINA, FORTALEZA",-3.8608573,-38.4936361
4595,MERCAD BEZERRA,,,RUA DOMINGOS DE PAIVA NETO,75,ALTO DA TIETA,GROAIRAS,"RUA DOMINGOS DE PAIVA NETO, 75, ALTO DA TIETA, GROAIRAS",-3.9146887,-40.3896219
4608,MERCANTIL CENTRAL,,,RUA CAPITAO JOAQUIM FRANCISCO,1254,CENTRO,FRECHEIRINHA,"RUA CAPITAO JOAQUIM FRANCISCO, 1254, CENTRO, FRECHEIRINHA",-3.7594218,-40.8123972
4610,MERCANTIL DLS DE ALIMENTOS LTDA,SEMPRE BEM,MERCANTIL DLS,RUA MANOEL RIOS,99,CENTRO,ITAREMA,"RUA MANOEL RIOS, 99, CENTRO, ITAREMA",-2.9231617,-39.9136831
4611,MERC O JOSIVAN,,,RUA SAO JOAO BATISTA,10,NOVO ANGELIM,URUBURETAMA,"RUA SAO JOAO BATISTA, 10, NOVO ANGELIM, URUBURETAMA",-3.6246623,-39.5062438
4644,FARMACIA NOVA,,,RUA PEDRO OLIMPIO DE MENEZES,105,CENTRO,MASSAPE,"RUA PEDRO OLIMPIO DE MENEZES, 105, CENTRO, MASSAPE",-3.5241548,-40.3433835
4652,MERCADINHO AGROPECUARIO,,,RUA FRANCISCA RODRIGUES DE FARIAS,102,CENTRO,VARJOTA,"RUA FRANCISCA RODRIGUES DE FARIAS, 102, CENTRO, VARJOTA",-4.1952929,-40.4693841
4653,MERC O MARCILIO,,,RUA RAIMUNDO GALDENCIO BRAGA,138,PEDRA BRANCA,ITAPAJE,"RUA RAIMUNDO GALDENCIO BRAGA, 138, PEDRA BRANCA, ITAPAJE",-3.6808759,-39.5978949
4660,LUCCAS PAN,,,RUA JUACI SAMPAIO PONTES,850,ICARAI,CAUCAIA,"RUA JUACI SAMPAIO PONTES, 850, ICARAI, CAUCAIA",-3.7272566,-38.6584095
4667,MERCADINHO CARNEIRO,,,RUA MANOEL PEREGRINO ROCHA,120,CENTRO,MORRINHOS,"RUA MANOEL PEREGRINO ROCHA, 120, CENTRO, MORRINHOS",-3.2305704,-40.1282914
4674,MARQUES SUPERMERCADO,REDE EXATA,,RUA ALAN KARDEC,582,MONTESE,FORTALEZA,"RUA ALAN KARDEC, 582, MONTESE, FORTALEZA",-3.7634294,-38.5520525
4677,MERCADINHO ANDRE CHAVES,,,RUA ANDRE CHAVES,118,PARREAO,FORTALEZA,"RUA ANDRE CHAVES, 118, PARREAO, FORTALEZA",-3.7567353,-38.5408141
4680,FRUTARIA AKI FRUTAS,,,RUA FELIX PEREIRA,844,CENTRO,BARREIRA,"RUA FELIX PEREIRA, 844, CENTRO, BARREIRA",-4.2863605,-38.639837
4690,MERC DEUS E MAIS,,,RUA EXPEDITO COELHO DE MORAES,SN,AEROPORTO,TIANGUA,"RUA EXPEDITO COELHO DE MORAES, SN, AEROPORTO, TIANGUA",-3.7309292,-40.9927503
4695,SUPERMERCADO ABOLIÇAO,,,AVENIDA ABOLIÇAO,00,CENTRO,REDENCAO,"AVENIDA ABOLIÇAO, 00, CENTRO, REDENCAO",-4.22284327,-38.72384661
4707,KAIO SURPERMERCADO,,,RUA CAPITAO JOAQUIM LOURENCO,846,CENTRO,TIANGUA,"RUA CAPITAO JOAQUIM LOURENCO, 846, CENTRO, TIANGUA",-3.7270393,-40.9934433
4723,MERCADINHO LOR,,,RUA CAPITAO JOAQUIM FRANCISCO,471,CENTRO,FRECHEIRINHA,"RUA CAPITAO JOAQUIM FRANCISCO, 471, CENTRO, FRECHEIRINHA",-3.7596893,-40.8189673
4727,C M FRIOS,,,RUA VITORIA,2360,CENTRO,JIJOCA DE JERICOACOARA,"RUA VITORIA, 2360, CENTRO, JIJOCA DE JERICOACOARA",-2.9088683,-40.4505152
4732,MERCADINHO O TESOURO,,,OUTROS POVOADO JARDIM O MEIO,SN,JARDIM,PARACURU,"OUTROS POVOADO JARDIM O MEIO, SN, JARDIM, PARACURU",-3.4586472,-39.0465888
4738,MERC PAIS E FILHOS,,,RUA JOAO PATRICIO,613,CENTRO,TURURU,"RUA JOAO PATRICIO, 613, CENTRO, TURURU",-3.604595,-39.4358558
4745,SUPERMERCADO XIMENES - S BENEDITO - LJ 02,,SUPERMERCADO XIMENES,RUA MAESTRO DOMINGOS PAIVA FILHO,302,CRUZEIRO,SAO BENEDITO,"RUA MAESTRO DOMINGOS PAIVA FILHO, 302, CRUZEIRO, SAO BENEDITO",-4.051258,-40.864164
4755,MERCADINHO DO POVO,,,RUA AGRIPIO TEODORO SOARES,99,CENTRO,RERIUTABA,"RUA AGRIPIO TEODORO SOARES, 99, CENTRO, RERIUTABA",-4.1406901,-40.5820996
4760,MERCADINHO XIMENES FILHO,,,RUA CHORO,309,MARECHAL RONDON,CAUCAIA,"RUA CHORO, 309, MARECHAL RONDON, CAUCAIA",-3.7747928,-38.6226301
4763,CANTINHO VERDE,,,RUA FRANCISCO MADEIRO DE CARVALHO,471,VILA MADEIRO,IPUEIRAS,"RUA FRANCISCO MADEIRO DE CARVALHO, 471, VILA MADEIRO, IPUEIRAS",-4.538222,-40.71581
4766,SUPERMERCADO SANTA TEREZINHA,,,RUA JOSE DE SOUSA FALCAO,986,CENTRO,PACAJUS,"RUA JOSE DE SOUSA FALCAO, 986, CENTRO, PACAJUS",-4.1746207,-38.4696729
4773,MERCADINHO AMOR,,,SITIO POVOADO RIO NOVO DE SERROTE,SN,SERROTE,SAO GONCALO DO AMARANTE,"SITIO POVOADO RIO NOVO DE SERROTE, SN, SERROTE, SAO GONCALO DO AMARANTE",-3.56108933,-39.17253393
4778,COMERCIAL EDELSON,,,RUA MANOEL PEREGRINO ROCHA,SN,CENTRO,MORRINHOS,"RUA MANOEL PEREGRINO ROCHA, SN, CENTRO, MORRINHOS",-3.2308616,-40.1237241
4785,MERC HALYSON,,,RUA FILOMENA R BARROSO,SN,VARZEA REDONDA,SAO GONCALO DO AMARANTE,"RUA FILOMENA R BARROSO, SN, VARZEA REDONDA, SAO GONCALO DO AMARANTE",-3.529591,-39.149081
4786,OFERTASSO - VILA UNIAO,,OFERTASSO,RUA TERTULIANO SALES,87,PARREAO,FORTALEZA,"RUA TERTULIANO SALES, 87, PARREAO, FORTALEZA",-3.7605617,-38.5306641
4790,SUPERMERCADO PAULO BELO - PANIFICADORA,,SUPERMERCADO PAULO BELO,AVENIDA ANASTACIO BRAGA,2012,SAO FRANCISCO,ITAPIPOCA,"AVENIDA ANASTACIO BRAGA, 2012, SAO FRANCISCO, ITAPIPOCA",-3.4963923,-39.5928408
4797,MERCAD GOMES,,,RUA CORONEL JOSE BENTO,480,CENTRO,IPUEIRAS,"RUA CORONEL JOSE BENTO, 480, CENTRO, IPUEIRAS",-4.5437467,-40.7157225
4803,COMETA (JOVITA FEITOSA),COMETA,,AVENIDA JOVITA FEITOSA,2580,PARQUELANDIA,FORTALEZA,"AVENIDA JOVITA FEITOSA, 2580, PARQUELANDIA, FORTALEZA",-3.7403104,-38.5603054
4810,MERCAD PAI ANTONIO,,,RUA ODILON FERREIRA GOMES,SN,ESMERINO GOMES,ITAPAJE,"RUA ODILON FERREIRA GOMES, SN, ESMERINO GOMES, ITAPAJE",-3.6754753,-39.5804822
4826,SUPERMERCADO FERNANDO - CENTRO,,SUPERMERCADO FERNANDO,RUA CONSELHEIRO JOAO LOURENCO,60,CENTRO,TIANGUA,"RUA CONSELHEIRO JOAO LOURENCO, 60, CENTRO, TIANGUA",-3.7317152,-40.9925472
4836,MERCADINHO SAO FRANCISCO,,,RUA BOSQUE DOS NAMORADOS,41,TRIANGULO DO MARCO,MARCO,"RUA BOSQUE DOS NAMORADOS, 41, TRIANGULO DO MARCO, MARCO",-3.1227326,-40.0826129
4842,SUPERMERCADO TIO AUGUSTO - LJ 04,,SUPER TIO AUGUSTO,RUA SERAFIM DE AQUINO,250,CENTRO,MUCAMBO,"RUA SERAFIM DE AQUINO, 250, CENTRO, MUCAMBO",-3.9050057,-40.7453496
4843,MERCADINHO WG,,,RUA SEBASTIAO MATIAS,365,DOS PICOS,ITAPIPOCA,"RUA SEBASTIAO MATIAS, 365, DOS PICOS, ITAPIPOCA",-3.5140772,-39.5600062
4849,PANIFICADORA FELICIA,,,RUA URBANO TEIXEIRA DE MENEZES,1431,MOURAO,ITAPIPOCA,"RUA URBANO TEIXEIRA DE MENEZES, 1431, MOURAO, ITAPIPOCA",-3.500066,-39.5978325
4861,MERCANTIL J P,,,RODOVIA RAIMUNDO PESSOA DE A,4285,MIRAMBE,CAUCAIA,"RODOVIA RAIMUNDO PESSOA DE A, 4285, MIRAMBE, CAUCAIA",-3.8216672,-38.6644753
4863,SUPERMERCADO BINGA,,,AVENIDA MANOEL SALES,118,CENTRO,ITAREMA,"AVENIDA MANOEL SALES, 118, CENTRO, ITAREMA",-2.9237155,-39.9128134
4866,MERCADINHO ADAIL,,,TRAVESSA PADRE LINHARES,10,RODAGEM,MASSAPE,"TRAVESSA PADRE LINHARES, 10, RODAGEM, MASSAPE",-3.5218215,-40.3477732
4869,MERC SANTO EXPEDITO,,,RUA ANTONIO CAMILO CRUZ,SN,SERROTA,PENTECOSTE,"RUA ANTONIO CAMILO CRUZ, SN, SERROTA, PENTECOSTE",-3.8586755,-39.3400609
4878,MERCAD OLIVEIRA,,,RUA PADRE MORORO,1053,CAIXA DAGUA,IPU,"RUA PADRE MORORO, 1053, CAIXA DAGUA, IPU",-4.3231675,-40.7088123
4888,CLAECK SUPERMERCADO - JARDIM FLUMINENSE,REDE INTEGRADA,CLAECK SUPERMERCADO,RUA I,126,CANINDEZINHO,FORTALEZA,"RUA I, 126, CANINDEZINHO, FORTALEZA",-3.81534018,-38.60506827
4896,MECAD MV,,,AVENIDA JUSCELINO KUBITSCHEK,SN,SAO PEDRO,PENTECOSTE,"AVENIDA JUSCELINO KUBITSCHEK, SN, SAO PEDRO, PENTECOSTE",-3.8128734,-39.26181
4922,MERCAD CENTRAL,,,SITIO AREIAS,SN,SITIO AREIAS,IPUEIRAS,"SITIO AREIAS, SN, SITIO AREIAS, IPUEIRAS",-4.5424805,-40.7172817
4923,SUPERMERCADO XIMENES - S BENEDITO - LJ 01,,SUPERMERCADO XIMENES,RUA JOSE ARMANDO RODRIGUES,382,CENTRO,SAO BENEDITO,"RUA JOSE ARMANDO RODRIGUES, 382, CENTRO, SAO BENEDITO",-4.0469562,-40.8642786
4929,MERCAD GELADAO,,,RUA DOCA MALAQUIAS,SN,GUAJIRU,TRAIRI,"RUA DOCA MALAQUIAS, SN, GUAJIRU, TRAIRI",-3.2391475,-39.2322901
4933,J&L SUPERMERCADOS - SGA,REDE CEARENSE,SUPERMERCADO J&L,RUA PORFIRIO DE ARAUJO,17,CROATA,SAO GONCALO DO AMARANTE,"RUA PORFIRIO DE ARAUJO, 17, CROATA, SAO GONCALO DO AMARANTE",-3.6722089,-39.1148733
4940,MEU MERCADINHO,,,RUA SAO LUIZ GONZAGA,23,PRACA DO SEMITERIO,IPUEIRAS,"RUA SAO LUIZ GONZAGA, 23, PRACA DO SEMITERIO, IPUEIRAS",-4.5443173,-40.7250021
4957,TJ MERCADINHO,,,RUA PEDRO TAVARES DE SOUSA,127,VAMOS VE,IPUEIRAS,"RUA PEDRO TAVARES DE SOUSA, 127, VAMOS VE, IPUEIRAS",-4.5495525,-40.7244167
4965,NOVA VENEZA,,,RODOVIA SENADOR ALMIR PINTO,1661,NOVO MARANGUAPE II,MARANGUAPE,"RODOVIA SENADOR ALMIR PINTO, 1661, NOVO MARANGUAPE II, MARANGUAPE",-3.8811139,-38.6756829
4966,MERCIARIA SEU MARCELO,,,RUA CONSELHEIRO JOAO LOURENCO,62,CENTRO,TIANGUA,"RUA CONSELHEIRO JOAO LOURENCO, 62, CENTRO, TIANGUA",-3.7317185,-40.9925302
4977,COMERCIAL LORENA,,,RUA FRANCISCO PEDRO ARAUJO,500,PEDREIRA,PENTECOSTE,"RUA FRANCISCO PEDRO ARAUJO, 500, PEDREIRA, PENTECOSTE",-3.7857165,-39.2743485
4978,LIPI SUPERMERCADO,,,RUA DEPUTADO MANOEL FRANCISCO,517,CENTRO,TIANGUA,"RUA DEPUTADO MANOEL FRANCISCO, 517, CENTRO, TIANGUA",-3.7291158,-40.9925762
4984,MERCANTIL MORAIAS,,,RUA CORONEL JOSE POMPEU,536,CENTRO,IPUEIRAS,"RUA CORONEL JOSE POMPEU, 536, CENTRO, IPUEIRAS",-4.5437228,-40.7161868
4995,MERCADINHO JM COMERCIAL,,,AVENIDA CONTORNO NORTE,235,PLANALTO CAUCAIA,CAUCAIA,"AVENIDA CONTORNO NORTE, 235, PLANALTO CAUCAIA, CAUCAIA",-3.7419681,-38.6633909
5011,MERCADINHO ELIANO,,,RUA SANTA RITA DE CASSIA,1,SETOR B,PARAIPABA,"RUA SANTA RITA DE CASSIA, 1, SETOR B, PARAIPABA",-3.438677,-39.1662579
5027,MERC XIMENES,,,RUA CORONEL VICENTE POSSIDONIO,54,CENTRO,IPUEIRAS,"RUA CORONEL VICENTE POSSIDONIO, 54, CENTRO, IPUEIRAS",-4.54248,-40.7156183
5063,QUEIROZ SUPERMERCADO - ITAPIUNA,REDE CEARENSE,QUEIROZ SUPERMERCADO,RUA CAPITAO JOAO DE FREITAS,51,CENTRO,ITAPIUNA,"RUA CAPITAO JOAO DE FREITAS, 51, CENTRO, ITAPIUNA",-4.56498931,-38.92158303
5073,MERC UBIRAJARA,,,RUA JOSE VELOSO JUCA,3036,PALESTINA,CANINDE,"RUA JOSE VELOSO JUCA, 3036, PALESTINA, CANINDE",-4.3683826,-39.3085923
5082,RAIMAR - HORIZONTE (MATRIZ),,RAIMAR,AVENIDA PRESIDENTE CASTELO BRANCO,SN,CENTRO,HORIZONTE,"AVENIDA PRESIDENTE CASTELO BRANCO, SN, CENTRO, HORIZONTE",-4.0957964,-38.495956
5112,MERCADINHO MF,,,RUA SANTA TEREZA CRISTINA,486,JARDIM ICARAI,CAUCAIA,"RUA SANTA TEREZA CRISTINA, 486, JARDIM ICARAI, CAUCAIA",-3.6940768,-38.6603972
5151,MERC BOM PRECO - ACARAU,,,RUA SAO PAULO,174,PEDRINHAS,ACARAU,"RUA SAO PAULO, 174, PEDRINHAS, ACARAU",-2.874922,-40.1189185
5158,SUPERMERCADO IRMAO GEMEOS - LJ 03,REDE INTEGRADA,IRMAOS GEMEOS,RUA PROFESSOR JOSE SILVEIRA,1687,PASSARE,FORTALEZA,"RUA PROFESSOR JOSE SILVEIRA, 1687, PASSARE, FORTALEZA",-3.8090825,-38.524932
5170,MERC J E MARQUES,,,AVENIDA JOAO MACEANO DE OLIVEIRA,15,MUCAMBO,GUARACIABA DO NORTE,"AVENIDA JOAO MACEANO DE OLIVEIRA, 15, MUCAMBO, GUARACIABA DO NORTE",-4.2698423,-40.8239171
5182,MERC CHICO FRAZIO,,,RUA MARIANO MARINHO,SN,AMERICA,IPUEIRAS,"RUA MARIANO MARINHO, SN, AMERICA, IPUEIRAS",-4.4454149,-40.7987796
5188,PADARIA DO CLADIO,,,RUA CAMPO,100,DESERTO,ITAPIPOCA,"RUA CAMPO, 100, DESERTO, ITAPIPOCA",-3.5151017,-39.4900972
5189,MERC O CARLIM,,,SITIO QUEIMADAS,SN,ZONA RURAL,VICOSA DO CEARA,"SITIO QUEIMADAS, SN, ZONA RURAL, VICOSA DO CEARA",-3.5653038,-41.0918143
5192,R CENTER - PAUPINA,REDE UNIFORCA,R CENTER,RUA BARAO DE AQUIRAZ,1098,PAUPINA,FORTALEZA,"RUA BARAO DE AQUIRAZ, 1098, PAUPINA, FORTALEZA",-3.83829143,-38.48757653
5204,MERC ASSIS RAMOS,,,RUA MODESTO MENDONCA,676,CENTRO,VARJOTA,"RUA MODESTO MENDONCA, 676, CENTRO, VARJOTA",-4.1922018,-40.4767768
5207,MERCADINHO RAIMUNDO NATY,,,AVENIDA EUBIA BARROSO,1545,LADEIRA,ITAPIPOCA,"AVENIDA EUBIA BARROSO, 1545, LADEIRA, ITAPIPOCA",-3.5103516,-39.5831957
5213,PANIFICADORA PAO NOBRE,,,RUA DEPUTADO DANUZIA BARROSO,135,DESERTO,ITAPIPOCA,"RUA DEPUTADO DANUZIA BARROSO, 135, DESERTO, ITAPIPOCA",-3.4947131,-39.5803861
9295,PARA TY - ICARAI,REDE UNIFORCA,PARA TY,AVENIDA CENTRAL,10,ICARAI,CAUCAIA,"AVENIDA CENTRAL, 10, ICARAI, CAUCAIA",-3.67554656,-38.66738313
9296,SUPER CUMBUCO - CAUCAIA - LJ 02,REDE POUPE MAX,SUPER CUMBUCO,AVENIDA CENTRAL,2946,TABUBA,CAUCAIA,"AVENIDA CENTRAL, 2946, TABUBA, CAUCAIA",-3.64063684,-38.70421562
9300,MARCOS ANTONIO SOUSA DA SILVA,,,RUA DO PRADO,370,JANDAIGUABA,CAUCAIA,"RUA DO PRADO, 370, JANDAIGUABA, CAUCAIA",-3.7416968,-38.6364728
9301,MERCADINHO CHICO DO FRETE,,,RUA JANUZA CORREA,156,PARQUE SAO GERARDO,CAUCAIA,"RUA JANUZA CORREA, 156, PARQUE SAO GERARDO, CAUCAIA",-3.7404089,-38.6406229
9302,MERCADINHO EDNA,,,RUA QUATRO -4,198,ARIANOPOLIS,CAUCAIA,"RUA QUATRO -4, 198, ARIANOPOLIS, CAUCAIA",-3.7672789,-38.6452746
9307,ANTONIO,,,RUA GRITO DE ALERTA,178,COLONIA,FORTALEZA,"RUA GRITO DE ALERTA, 178, COLONIA, FORTALEZA",-3.7032155,-38.5706078
9311,MERCADINHO DOURADO,,,RUA RIO NEGRO,229,TABAPUA,CAUCAIA,"RUA RIO NEGRO, 229, TABAPUA, CAUCAIA",-3.739621,-38.605369
9316,ANALI - JOQUEI CLUBE,REDE PARCERIA,ANALI,AVENIDA CARNEIRO DE MENDONCA,1797,JOQUEI CLUBE,FORTALEZA,"AVENIDA CARNEIRO DE MENDONCA, 1797, JOQUEI CLUBE, FORTALEZA",-3.7606383,-38.5744964
9317,MERCANTIL FONSECA - FILIAL,MAX REDE,MERCANTIL FONSECA,RUA JOAO XXIII,4947,GRANJA LISBOA,FORTALEZA,"RUA JOAO XXIII, 4947, GRANJA LISBOA, FORTALEZA",-3.7812465,-38.6220646
9318,SAO FRANCISCO - FILIAL LJ 03,MAX REDE,SUPER SAO FRANCISCO,RUA OSCAR FRANCA,2258,GRANJA LISBOA,FORTALEZA,"RUA OSCAR FRANCA, 2258, GRANJA LISBOA, FORTALEZA",-3.7881221,-38.6107546
9319,SUPER PORTUGAL - VITAL BRASIL,REDE PARCERIA,SUPER PORTUGAL,RUA VITAL BRASIL,1916,GRANJA PORTUGAL,FORTALEZA,"RUA VITAL BRASIL, 1916, GRANJA PORTUGAL, FORTALEZA",-3.777836,-38.597821
9321,FRANCISCA BEZERRA DE SOUZA JUNIOR,,,RUA SANTA FILOMENA,820,HENRIQUE JORGE,FORTALEZA,"RUA SANTA FILOMENA, 820, HENRIQUE JORGE, FORTALEZA",-3.7618173,-38.5915647
9322,MERC SAO FRANCISCO - CONJ CEARA,,,AVENIDA H,1086,CONJUNTO CEARA,FORTALEZA,"AVENIDA H, 1086, CONJUNTO CEARA, FORTALEZA",-3.7752939,-38.6071932
9325,ALBUQUERQUE,,,RUA CONTORNO NORTE,1600,CONJUNTO ESPERANCA,FORTALEZA,"RUA CONTORNO NORTE, 1600, CONJUNTO ESPERANCA, FORTALEZA",-3.810412,-38.590461
9326,BARATAO - PAJUCARA,REDE UNIFORCA,BARATAO,RUA PAULO BATISTA DOS SANTOS,1112,JARDIM PARAISO,MARACANAU,"RUA PAULO BATISTA DOS SANTOS, 1112, JARDIM PARAISO, MARACANAU",-3.86330658,-38.58178138
9331,SUPER MANDACARU,REDE UNIFORCA,SUPER MANDACARU,JOAQUIM DOS ANJOS,1120,PLANALTO AYRTON SENNA,FORTALEZA,"JOAQUIM DOS ANJOS, 1120, PLANALTO AYRTON SENNA, FORTALEZA",-3.83002125,-38.57121998
9332,J AGUIAR,REDE EXATA,,RUA CENTRAL SUL,954,ACARACUZINHO,MARACANAU,"RUA CENTRAL SUL, 954, ACARACUZINHO, MARACANAU",-3.8486247,-38.614286
9333,PADARIA SAO MIGUEL,,,RUA JOAO TRAVASSOS,130,OUTRA BANDA,MARANGUAPE,"RUA JOAO TRAVASSOS, 130, OUTRA BANDA, MARANGUAPE",-3.8853172,-38.6816109
9334,SUPER VITORIA,REDE INTEGRADA,SUPER VITORIA,RUA 136,80,TIMBO,MARACANAU,"RUA 136, 80, TIMBO, MARACANAU",-3.8773317,-38.6094661
9338,SUPERMERCADO MAIS COMPRAS - LOJA 01,REDE PARCERIA,MAIS COMPRAS,AVENIDA CASTELO DE CASTRO,2291,CONJUNTO PALMEIRAS,FORTALEZA,"AVENIDA CASTELO DE CASTRO, 2291, CONJUNTO PALMEIRAS, FORTALEZA",-3.8471058,-38.5219824
9339,COMETA (JACARECANGA),COMETA,,AVENIDA FRANCISCO SA,2670,JACARECANGA,FORTALEZA,"AVENIDA FRANCISCO SA, 2670, JACARECANGA, FORTALEZA",-3.72013,-38.54911
9340,COMETA (BENI CARVALHO),COMETA,,AVENIDA SEN VIRGILIO TAVORA,2201,ALDEOTA,FORTALEZA,"AVENIDA SEN VIRGILIO TAVORA, 2201, ALDEOTA, FORTALEZA",-3.745611,-38.495747
9341,COMETA (FATIMA),COMETA,,AVENIDA DEP OSWALDO STUDART,200,FATIMA,FORTALEZA,"AVENIDA DEP OSWALDO STUDART, 200, FATIMA, FORTALEZA",-3.7532492,-38.5276962
9345,COMETA (MARAPONGA),COMETA,,AVENIDA GODOFREDO MACIEL,1945,MARAPONGA,FORTALEZA,"AVENIDA GODOFREDO MACIEL, 1945, MARAPONGA, FORTALEZA",-3.79182527,-38.5671401
9346,COMETA (ED BR SOARES),COMETA,,AVENIDA EDILSON BRASIL SOARES,1167,SAPIRANGA,FORTALEZA,"AVENIDA EDILSON BRASIL SOARES, 1167, SAPIRANGA, FORTALEZA",-3.7888981,-38.4759777
9347,COMETA (EUSEBIO),COMETA,,AVENIDA EUSEBIO DE QUEIROZ,2880,COITE,EUSEBIO,"AVENIDA EUSEBIO DE QUEIROZ, 2880, COITE, EUSEBIO",-3.8795207,-38.4613795
9349,MERCADINHO DEMIR,,MERCADINHO DEMIR,RUA 15 DE NOVEMBRO,989,OMBREIRA DIREITA,PENTECOSTE,"RUA 15 DE NOVEMBRO, 989, OMBREIRA DIREITA, PENTECOSTE",-3.7947587,-39.2602311
9352,PARA TY - URUBURETAMA,REDE UNIFORCA,PARA TY,RUA CEL JOAO ANTONIO,740,CENTRO,URUBURETAMA,"RUA CEL JOAO ANTONIO, 740, CENTRO, URUBURETAMA",-3.62259652,-39.50318517
9354,PANIFICADORA JVS,,,RUA PRINCIPAL,141,GUALDRAPAS,TRAIRI,"RUA PRINCIPAL, 141, GUALDRAPAS, TRAIRI",-3.4041126,-39.2943396
9358,SEU CHAGAS,,,RUA QUARTA RUA,"",CONJUNTO LAGOINHA,SAO GONCALO DO AMARANTE,"RUA QUARTA RUA, , CONJUNTO LAGOINHA, SAO GONCALO DO AMARANTE",-3.5951149,-38.9616432
9361,MERC ADAO,,,RUA LUCIANO ALVES,2733,CACIMBAS,ITAPIPOCA,"RUA LUCIANO ALVES, 2733, CACIMBAS, ITAPIPOCA",-3.4988152,-39.5982593
9362,MERC TRES IRMAOS,,,RUA PEDRO MORREIRA BRAGA,190,COHAB,ITAPIPOCA,"RUA PEDRO MORREIRA BRAGA, 190, COHAB, ITAPIPOCA",-3.5005097,-39.5794522
9363,SORVETERIA JAKERO,,,AVENIDA AV ANASTACIO BRAGA,1371,FAZENDINHA,ITAPIPOCA,"AVENIDA AV ANASTACIO BRAGA, 1371, FAZENDINHA, ITAPIPOCA",-3.4960486,-39.6005886
9364,MATEUS - ITAPIPOCA,MIX MATEUS,,RUA VICENTE SIEBRA,3279,DAS FLORES,ITAPIPOCA,"RUA VICENTE SIEBRA, 3279, DAS FLORES, ITAPIPOCA",-3.4820595,-39.5740537
